# FUNCIO D'ONA

# x        PsiR        # PsiI        # Psi2        # Potencial
-5.000000 0.000001 0.000000 0.000000 0.000000
-4.915966 0.000001 0.000002 0.000000 0.000000
-4.831933 -0.000002 0.000005 0.000000 0.000000
-4.747899 -0.000012 0.000004 0.000000 0.000000
-4.663866 -0.000026 -0.000014 0.000000 0.000000
-4.579832 -0.000016 -0.000063 0.000000 0.000000
-4.495798 0.000079 -0.000116 0.000000 0.000000
-4.411765 0.000291 -0.000040 0.000000 0.000000
-4.327731 0.000453 0.000386 0.000000 0.000000
-4.243697 0.000030 0.001169 0.000001 0.000000
-4.159664 -0.001619 0.001527 0.000005 0.000000
-4.075630 -0.004088 -0.000346 0.000017 0.000000
-3.991597 -0.004412 -0.005851 0.000054 0.000000
-3.907563 0.002447 -0.012439 0.000161 0.000000
-3.823529 0.018265 -0.010854 0.000451 0.000000
-3.739496 0.032911 0.010331 0.001190 0.000000
-3.655462 0.022434 0.049396 0.002943 0.000000
-3.571429 -0.033253 0.075672 0.006832 0.000000
-3.487395 -0.115936 0.037961 0.014882 0.000000
-3.403361 -0.151023 -0.087255 0.030422 0.000000
-3.319328 -0.049544 -0.236438 0.058358 0.000000
-3.235294 0.191942 -0.261174 0.105054 0.000000
-3.151261 0.419304 -0.040664 0.177469 0.000000
-3.067227 0.390385 0.359084 0.281342 0.000000
-2.983193 -0.008538 0.646895 0.418547 0.000000
-2.899160 -0.576065 0.502465 0.584321 0.000000
-2.815126 -0.868324 -0.107410 0.765523 0.000000
-2.731092 -0.553678 -0.796618 0.941159 0.000000
-2.647059 0.240552 -1.013892 1.085842 0.000000
-2.563025 0.952820 -0.517453 1.175624 0.000000
-2.478992 1.029312 0.367381 1.194452 0.000000
-2.394958 0.403390 0.987992 1.138853 0.000000
-2.310924 -0.441527 0.907762 1.018978 0.000000
-2.226891 -0.889524 0.253630 0.855580 0.000000
-2.142857 -0.694525 -0.437930 0.674148 0.000000
-2.058824 -0.117975 -0.696105 0.498480 0.000000
-1.974790 0.366347 -0.460088 0.345891 0.000000
-1.890756 0.473787 -0.027514 0.225231 0.000000
-1.806723 0.263131 0.261521 0.137631 0.000000
-1.722689 -0.014565 0.280555 0.078923 0.000000
-1.638655 -0.160428 0.129358 0.042471 0.000000
-1.554622 -0.144538 -0.023584 0.021447 0.000000
-1.470588 -0.054294 -0.084947 0.010164 0.000000
-1.386555 0.018038 -0.064766 0.004520 0.000000
-1.302521 0.038940 -0.019236 0.001886 0.000000
-1.218487 0.025226 0.010119 0.000739 0.000000
-1.134454 0.005634 0.015484 0.000271 0.000000
-1.050420 -0.004566 0.008532 0.000094 0.000000
-0.966387 -0.005348 0.001304 0.000030 0.000000
-0.882353 -0.002502 -0.001716 0.000009 0.000000
-0.798319 -0.000209 -0.001606 0.000003 0.000000
-0.714286 0.000547 -0.000635 0.000001 0.000000
-0.630252 0.000420 -0.000008 0.000000 0.000000
-0.546218 0.000139 0.000149 0.000000 0.000000
-0.462185 -0.000009 0.000095 0.000000 0.000000
-0.378151 -0.000035 0.000026 0.000000 0.000000
-0.294118 -0.000019 -0.000004 0.000000 0.000000
-0.210084 -0.000004 -0.000007 0.000000 0.000000
-0.126050 0.000001 -0.000003 0.000000 0.000000
-0.042017 0.000001 -0.000001 0.000000 0.000000
0.042017 0.000000 0.000000 0.000000 0.000000
0.126050 0.000000 0.000000 0.000000 0.000000
0.210084 -0.000000 0.000000 0.000000 0.000000
0.294118 -0.000000 0.000000 0.000000 0.000000
0.378151 -0.000000 -0.000000 0.000000 0.000000
0.462185 -0.000000 -0.000000 0.000000 0.000000
0.546218 0.000000 -0.000000 0.000000 0.000000
0.630252 0.000000 0.000000 0.000000 0.000000
0.714286 0.000000 0.000000 0.000000 0.000000
0.798319 -0.000000 0.000000 0.000000 0.000000
0.882353 -0.000000 0.000000 0.000000 0.000000
0.966387 -0.000000 -0.000000 0.000000 0.000000
1.050420 -0.000000 -0.000000 0.000000 0.000000
